trial,portfolio_w,efficiency_w,construction_w,injury_blend,replacement_scale,injury_gp_min,round_clip_lo,round_clip_hi,qb2_threshold,qb3_threshold,te2_threshold,k_start_round,dst_start_round
329,65.217,30.013,4.77,0.362,0.982,10,0.378,2.242,10,11,7,13,9
330,55.157,35.005,9.838,0.193,0.964,10,0.304,2.418,11,8,7,12,9
331,58.954,34.052,6.993,0.221,1.039,9,0.365,2.171,13,11,6,12,9
332,53.725,36.956,9.319,0.131,1.051,7,0.298,2.383,12,8,8,14,10
333,60.254,29.232,10.515,0.298,1.053,10,0.331,2.296,12,9,5,14,10
334,57.313,34.368,8.319,0.308,0.979,7,0.381,2.342,12,11,8,14,11
335,55.387,36.594,8.02,0.358,0.931,8,0.324,2.162,10,8,7,14,11
336,58.419,33.305,8.276,0.194,1.096,10,0.394,2.08,12,11,5,13,11
337,57.628,35.546,6.826,0.237,1.035,9,0.371,2.167,13,9,5,12,10
338,54.355,40.844,4.801,0.21,1.035,9,0.359,2.474,10,8,7,12,9
339,60.164,29.766,10.07,0.195,0.948,10,0.29,2.155,13,8,7,14,10
340,59.372,30.388,10.24,0.359,1.045,10,0.26,2.416,13,8,7,14,10
341,66.593,29.399,4.008,0.181,0.929,8,0.281,2.039,10,10,8,13,10
342,54.948,34.134,10.918,0.334,0.955,8,0.393,2.128,11,10,5,14,10
343,64.174,28.075,7.751,0.185,0.929,10,0.39,2.116,11,11,7,12,10
344,55.251,41.23,3.519,0.233,0.907,7,0.32,2.487,11,8,7,12,11
345,61.715,33.361,4.924,0.152,1.035,9,0.357,2.445,11,11,8,12,9
346,56.153,34.699,9.149,0.356,1.081,9,0.301,2.101,11,11,5,12,11
347,55.939,33.907,10.154,0.18,0.915,8,0.345,2.108,11,10,8,12,10
348,57.136,34.871,7.993,0.167,1.08,9,0.325,2.319,12,11,5,14,9
349,58.771,37.645,3.583,0.239,0.965,8,0.319,2.051,12,11,5,12,9
350,60.652,33.09,6.258,0.248,1.074,10,0.319,2.469,10,11,8,12,11
351,60.364,30.995,8.641,0.243,0.956,8,0.275,2.061,12,9,7,13,9
352,58.189,32.228,9.584,0.24,0.92,10,0.382,2.339,12,10,8,14,11
353,63.644,31.71,4.645,0.28,0.947,10,0.386,2.154,11,9,5,14,10
354,56.794,33.744,9.462,0.201,1.085,10,0.328,2.168,10,11,6,12,9
355,66.213,29.454,4.333,0.182,1.018,8,0.267,2.059,11,11,7,12,11
356,59.369,31.018,9.613,0.301,0.905,9,0.301,2.076,12,8,7,14,10
357,54.846,38.1,7.054,0.249,1.005,7,0.309,2.314,11,9,7,13,10
358,52.964,38.529,8.507,0.189,1.098,7,0.378,2.253,12,11,8,12,10
359,63.001,32.96,4.039,0.131,1.064,10,0.313,2.381,13,8,6,12,10
360,58.838,30.675,10.487,0.247,1.027,10,0.347,2.268,12,10,7,13,9
361,54.688,34.581,10.731,0.291,0.985,9,0.303,1.955,10,8,5,12,11
362,56.618,32.659,10.722,0.248,0.97,8,0.279,2.424,11,10,6,14,10
363,57.64,32.989,9.371,0.311,1.061,7,0.386,2.157,13,9,5,13,10
364,62.757,31.227,6.016,0.281,1.039,10,0.347,2.093,12,11,8,12,11
365,52.739,35.62,11.641,0.257,1.008,7,0.339,2.269,12,9,8,13,11
366,60.191,31.958,7.851,0.157,1.078,9,0.396,2.317,11,9,6,14,10
367,61.469,34.808,3.723,0.256,1.011,9,0.382,2.403,10,8,7,12,10
368,56.199,34.543,9.258,0.2,0.945,7,0.331,1.923,13,8,6,13,9
369,54.915,34.972,10.113,0.233,1.052,10,0.295,2.398,10,10,5,14,11
370,59.802,30.665,9.532,0.323,0.942,10,0.261,2.055,13,8,6,12,9
371,54.926,40.348,4.727,0.357,1.027,9,0.38,1.935,13,8,8,13,11
372,57.403,33.806,8.791,0.366,1.041,8,0.314,2.33,12,11,5,13,9
373,57.757,38.472,3.771,0.368,0.926,9,0.309,2.437,12,11,5,12,10
374,60.568,35.072,4.36,0.214,1.092,10,0.337,1.933,11,8,6,12,9
375,58.126,34.863,7.012,0.147,1.068,9,0.362,2.323,12,8,5,14,9
376,63.433,29.458,7.109,0.302,1.092,8,0.29,2.172,11,9,7,12,11
377,57.613,38.144,4.243,0.35,0.954,7,0.261,2.347,10,11,6,13,9
378,55.84,33.103,11.057,0.298,0.975,7,0.253,2.311,13,9,6,13,11
379,61.935,28.547,9.518,0.138,1.005,8,0.286,2.011,13,9,5,13,9
380,53.748,36.211,10.04,0.354,0.918,10,0.329,1.959,11,10,7,12,9
381,49.505,39.574,10.921,0.257,1.009,10,0.267,2.149,13,11,7,14,11
382,57.553,31.15,11.297,0.274,0.997,8,0.27,2.262,12,9,8,12,11
383,57.296,32.611,10.093,0.34,1.001,7,0.333,2.489,12,10,8,12,10
384,51.373,38.471,10.156,0.188,0.997,7,0.325,2.241,12,10,6,13,10
385,57.948,36.726,5.326,0.15,1.04,10,0.322,2.261,13,11,7,13,11
386,53.995,39.671,6.334,0.166,0.999,7,0.29,2.373,10,10,7,12,9
387,54.683,42.109,3.208,0.343,1.069,10,0.368,1.971,13,8,7,14,10
388,54.183,39.734,6.083,0.357,1.096,9,0.346,2.164,12,10,6,13,9
389,59.376,32.205,8.419,0.245,1.08,8,0.392,2.122,11,11,6,13,9
390,64.1,32.011,3.889,0.172,1.047,10,0.398,2.266,13,9,7,12,9
391,55.048,36.236,8.716,0.158,1.06,9,0.364,2.376,13,9,7,12,11
392,58.536,31.362,10.102,0.159,0.956,8,0.355,2.246,13,11,6,14,10
393,62.094,28.613,9.293,0.215,0.923,7,0.343,1.981,12,11,5,12,11
394,61.231,31.658,7.111,0.287,1.021,8,0.315,2.141,13,11,8,12,11
395,57.971,37.924,4.104,0.224,0.933,7,0.304,2.329,10,11,7,13,9
396,56.546,35.263,8.191,0.211,1.073,10,0.381,2.052,11,10,5,14,10
397,61.718,27.853,10.429,0.125,1.081,9,0.384,2.028,12,9,5,14,11
398,63.498,31.252,5.25,0.272,0.92,8,0.32,2.059,11,9,6,13,10
399,61.456,30.298,8.247,0.259,0.993,8,0.302,2.468,11,9,6,13,11
400,58.612,31.178,10.21,0.342,1.091,9,0.359,1.919,12,11,8,13,9
401,60.886,34.117,4.997,0.316,1.066,10,0.277,2.485,11,11,7,14,9
402,64.016,31.149,4.835,0.347,0.926,8,0.291,2.412,11,10,7,14,11
403,59.096,37.597,3.307,0.195,1.045,10,0.292,2.156,13,8,5,12,11
404,58.513,32.521,8.966,0.133,0.908,8,0.3,2.299,13,8,8,13,9
405,61.357,29.826,8.817,0.377,0.944,10,0.306,2.242,13,10,5,13,11
406,64.536,29.053,6.411,0.208,1.05,9,0.374,2.293,11,11,6,12,11
407,58.952,34.854,6.195,0.335,0.901,9,0.326,1.988,12,10,8,14,10
408,61.093,32.913,5.993,0.31,1.076,9,0.312,2.485,12,9,8,12,11
409,58.666,33.164,8.17,0.328,1.062,8,0.387,2.277,12,10,8,13,11
410,52.779,35.402,11.819,0.21,1.007,9,0.335,1.99,11,11,7,14,9
411,60.85,34.146,5.004,0.255,0.975,10,0.295,2.181,10,11,8,14,10
412,59.205,30.866,9.929,0.247,1.077,10,0.27,2.42,10,10,8,14,10
413,64.344,31.656,4.0,0.303,0.936,10,0.383,2.219,10,9,8,12,9
414,54.851,35.683,9.466,0.148,1.047,8,0.252,2.214,13,10,7,13,10
415,58.943,34.473,6.584,0.279,0.92,9,0.399,2.341,13,10,6,13,9
416,61.533,30.716,7.751,0.325,1.046,8,0.302,2.131,12,11,8,13,11
417,61.092,34.447,4.462,0.121,1.003,9,0.368,2.028,13,11,5,12,11
418,55.325,37.984,6.69,0.282,0.975,9,0.371,2.203,11,10,8,12,9
419,60.815,34.017,5.168,0.338,1.042,7,0.392,2.375,12,11,7,13,11
420,61.447,30.323,8.229,0.187,1.08,9,0.258,2.405,11,10,6,14,10
421,60.205,29.099,10.696,0.355,0.905,8,0.29,2.083,12,10,7,13,11
422,57.031,33.638,9.331,0.173,0.908,10,0.381,1.943,12,9,6,13,9
423,61.115,33.494,5.391,0.189,0.944,9,0.283,2.214,12,11,7,13,9
424,62.142,31.181,6.677,0.128,0.972,7,0.345,2.386,13,9,7,12,9
425,62.815,33.005,4.18,0.169,0.961,7,0.259,1.95,13,10,8,12,11
426,58.102,37.821,4.077,0.226,1.011,7,0.305,2.415,11,10,5,12,9
427,54.36,39.877,5.763,0.193,0.917,8,0.312,2.341,12,11,7,12,9
428,52.098,37.998,9.904,0.312,0.965,9,0.332,2.115,10,8,6,12,10
429,55.677,38.814,5.51,0.296,1.016,9,0.274,2.361,11,11,5,14,9
430,61.212,27.506,11.282,0.369,0.921,9,0.313,2.315,13,9,5,12,9
431,54.905,36.807,8.288,0.214,1.044,8,0.375,2.482,10,10,5,14,11
432,64.242,31.986,3.772,0.248,1.056,9,0.304,2.229,13,9,8,12,10
433,62.587,29.477,7.936,0.348,0.944,8,0.351,2.095,13,10,7,13,11
434,65.725,29.589,4.686,0.191,1.038,8,0.253,2.396,10,11,7,12,10
435,57.626,37.501,4.873,0.348,0.958,7,0.345,2.327,12,10,6,12,11
436,61.319,28.973,9.708,0.299,1.093,9,0.344,2.055,13,11,6,12,11
437,65.493,29.386,5.121,0.375,1.051,10,0.319,2.063,12,9,6,13,10
438,61.536,28.573,9.891,0.278,1.021,8,0.289,2.181,12,9,5,13,9
439,57.42,36.526,6.053,0.293,1.075,7,0.347,2.306,12,9,7,12,11
440,52.805,39.727,7.467,0.331,0.91,7,0.37,2.136,10,8,6,13,10
441,53.419,38.033,8.547,0.146,1.029,8,0.329,2.14,12,11,8,13,10
442,54.078,35.466,10.456,0.124,0.924,8,0.292,2.373,12,10,5,13,9
443,59.476,33.168,7.356,0.304,0.909,10,0.342,2.077,10,9,7,14,10
444,50.253,39.064,10.683,0.166,0.996,9,0.346,2.125,13,10,6,12,9
445,56.938,32.901,10.161,0.306,1.069,10,0.312,2.067,11,9,6,12,9
446,59.07,35.145,5.784,0.151,0.943,9,0.392,2.251,13,9,6,13,10
447,52.962,37.654,9.384,0.329,0.935,7,0.368,2.086,13,8,7,14,11
448,59.719,31.204,9.076,0.335,1.097,9,0.384,2.286,11,11,7,13,9
449,55.334,34.885,9.781,0.31,1.007,9,0.369,2.063,11,9,6,12,10
450,57.058,34.244,8.698,0.249,1.001,7,0.345,2.435,12,9,8,12,10
451,54.967,35.392,9.64,0.287,0.938,7,0.263,2.393,11,11,7,14,9
452,60.035,30.231,9.734,0.257,1.057,9,0.358,1.978,10,10,8,14,9
453,63.667,33.288,3.046,0.151,0.99,9,0.399,2.21,10,11,8,12,9
454,62.573,29.439,7.987,0.328,0.979,9,0.348,2.44,10,9,7,13,9
455,59.484,30.744,9.772,0.216,1.08,8,0.359,2.135,11,8,7,13,9
456,58.027,32.57,9.403,0.344,1.009,9,0.352,2.391,13,11,7,14,9
457,56.344,40.172,3.483,0.285,0.982,10,0.336,2.401,11,8,8,14,11
458,64.622,31.888,3.491,0.146,1.082,7,0.296,1.957,13,10,7,13,9
459,56.357,33.871,9.772,0.142,1.067,7,0.301,2.284,13,9,6,13,9
460,60.187,36.232,3.581,0.128,0.9,9,0.277,2.427,13,9,6,14,10
461,57.889,36.074,6.036,0.326,0.908,10,0.293,2.33,11,11,7,12,11
462,62.84,30.764,6.395,0.279,0.95,10,0.384,1.943,11,11,7,12,10
463,62.252,32.435,5.313,0.32,1.067,8,0.32,2.263,12,8,8,12,10
464,59.709,34.432,5.859,0.256,0.927,7,0.347,2.313,13,10,5,12,9
465,67.521,29.222,3.257,0.251,1.03,10,0.264,2.355,11,10,6,14,10
466,55.186,35.912,8.902,0.368,1.063,9,0.372,2.235,12,8,8,13,9
467,57.354,38.33,4.316,0.315,0.91,8,0.257,1.931,11,10,8,14,10
468,62.248,31.577,6.175,0.344,0.948,9,0.388,1.946,12,8,5,13,10
469,53.383,36.532,10.085,0.364,1.044,8,0.36,2.023,12,10,6,14,11
470,61.747,34.722,3.531,0.132,1.058,7,0.307,2.489,10,11,7,14,11
471,60.748,34.507,4.744,0.212,1.014,8,0.266,2.039,10,10,7,14,9
472,54.937,35.615,9.447,0.139,1.095,10,0.384,2.209,10,10,6,14,9
473,56.436,34.837,8.727,0.126,0.948,9,0.4,2.098,13,10,8,14,9
474,57.711,36.093,6.195,0.345,1.078,9,0.347,2.34,11,11,8,13,11
475,60.577,36.591,2.832,0.222,0.91,10,0.265,2.17,10,8,6,13,9
476,58.985,36.151,4.864,0.139,0.926,7,0.267,2.363,11,8,6,13,10
477,55.573,34.444,9.983,0.17,1.027,7,0.273,2.46,12,10,6,13,9
478,61.28,30.273,8.447,0.362,1.072,10,0.291,1.924,12,10,5,12,10
479,63.074,33.245,3.68,0.136,0.941,7,0.311,2.481,13,8,6,14,10
480,62.393,32.583,5.023,0.139,0.942,10,0.343,2.368,12,10,6,13,10
481,55.011,37.792,7.197,0.142,1.017,10,0.344,2.193,10,10,5,13,10
482,61.805,26.816,11.378,0.122,1.056,9,0.259,2.329,10,8,8,13,11
483,59.691,33.395,6.914,0.322,1.001,10,0.25,2.081,11,11,7,14,10
484,58.028,32.474,9.498,0.327,0.957,10,0.29,2.201,12,11,7,14,11
485,67.815,27.344,4.84,0.311,0.933,9,0.284,2.259,12,9,8,14,11
486,56.512,34.643,8.845,0.25,0.98,7,0.351,2.142,13,8,8,12,11
487,62.741,33.647,3.612,0.133,0.902,7,0.273,2.352,12,9,5,13,10
488,60.939,33.76,5.301,0.323,0.939,9,0.398,2.37,13,11,7,14,10
489,58.484,37.379,4.138,0.306,0.95,10,0.35,2.486,10,10,7,14,9
490,55.227,32.5,12.273,0.257,0.995,8,0.342,2.438,13,11,8,12,11
491,62.898,33.516,3.586,0.198,0.983,10,0.39,2.345,10,9,8,12,10
492,65.12,27.203,7.677,0.332,0.913,10,0.384,2.388,10,10,8,14,11
493,61.748,32.541,5.711,0.295,0.958,9,0.329,2.296,13,8,7,12,10
494,60.159,34.248,5.594,0.191,1.001,9,0.272,2.21,13,10,5,14,9
495,59.356,33.973,6.672,0.341,0.938,10,0.296,2.4,10,11,6,12,10
496,58.103,35.75,6.147,0.205,0.983,10,0.334,2.261,11,11,6,14,10
497,59.543,31.936,8.521,0.276,0.98,10,0.274,2.181,11,8,7,13,9
498,59.759,33.001,7.24,0.276,0.963,9,0.303,1.927,12,8,6,12,11
499,60.539,33.785,5.676,0.122,1.041,7,0.395,2.279,11,10,5,14,10
500,62.983,31.35,5.667,0.281,1.02,9,0.363,1.977,10,8,6,14,11
501,63.809,31.363,4.828,0.287,0.928,8,0.391,1.968,12,10,8,13,11
502,57.307,35.081,7.611,0.166,1.095,7,0.267,1.957,13,8,7,12,10
503,62.071,29.154,8.775,0.221,1.006,10,0.359,2.079,13,10,7,12,10
504,56.314,33.037,10.649,0.333,1.013,8,0.371,2.297,12,10,5,13,9
505,52.145,41.155,6.7,0.221,1.075,8,0.343,1.927,12,9,7,12,11
506,57.015,30.986,11.998,0.238,0.987,8,0.259,2.15,13,10,7,13,10
507,56.76,38.372,4.868,0.321,0.907,9,0.373,2.212,10,9,7,12,10
508,62.727,33.387,3.886,0.368,0.986,7,0.276,2.052,13,9,6,12,10
509,58.451,30.93,10.618,0.217,1.043,7,0.303,2.179,12,10,6,12,10
510,63.723,28.7,7.577,0.28,1.094,10,0.3,2.034,13,8,6,13,10
511,62.5,29.649,7.851,0.166,1.008,8,0.321,2.39,13,9,6,14,11
512,58.783,34.68,6.537,0.215,0.96,8,0.31,2.298,12,9,8,13,9
513,60.0,35.812,4.187,0.268,0.946,7,0.323,2.057,10,10,5,13,9
514,62.565,26.892,10.543,0.351,1.069,10,0.378,2.341,13,9,6,12,10
515,62.882,29.393,7.725,0.163,1.079,7,0.281,2.091,13,9,6,13,11
516,60.193,33.63,6.178,0.129,0.993,7,0.298,2.054,13,9,8,13,10
517,61.594,29.952,8.454,0.301,1.081,10,0.283,2.182,10,9,7,12,9
518,63.505,32.52,3.975,0.282,0.967,8,0.254,2.466,12,9,7,14,9
519,64.135,29.404,6.461,0.198,1.012,10,0.272,2.287,12,10,5,13,9
520,60.947,31.242,7.811,0.248,1.092,8,0.298,2.133,10,10,7,12,9
521,53.622,37.123,9.255,0.271,1.048,8,0.361,2.308,12,9,5,12,10
522,60.788,29.489,9.723,0.238,0.913,10,0.299,2.129,12,8,7,13,9
523,55.841,40.391,3.768,0.182,1.011,8,0.318,2.065,11,11,7,13,11
524,61.169,27.372,11.46,0.374,0.99,10,0.261,2.165,11,11,8,13,11
525,59.387,35.579,5.034,0.179,1.023,10,0.313,2.026,13,8,6,14,9
